gene_symbol,importance
NPHS1,0.00011336621922053064
ENPP3,0.00011313050668719479
STAP1,0.00011312463564645445
KLF2,0.0001130628548008386
TREM2,0.00011305814187365269
CCN4,0.00011292355892163291
DCSTAMP,0.00011278529591610812
HOXD8,0.00011219739532277976
PAK5,0.00011163747048186923
NKX6-2,0.00011153835211114913
OGN,0.00011138941342413241
ACAA2,0.00011123717318555111
DAW1,0.00011096397610523803
BCLAF1,0.0001108332406378378
JMY,0.00011013684061681767
CMA1,0.0001099365091352006
SPHK1,0.00010992032524562362
SFRP2,0.0001091115882566722
RNF38,0.00010908077235399568
CRYAB,0.00010896469954257195
MTCL1,0.00010876195341282647
THRSP,0.00010829465994634017
NES,0.00010825642652723927
IGF2BP1,0.00010802158170711421
PLPP2,0.00010788591342595337
MSTO1,0.00010743537030875415
WNT8A,0.00010713074925329008
STAC,0.00010703825398129909
KLB,0.00010660724984339566
PCDHB7,0.00010658463244920394
SMIM22,0.00010643022223556118
THRB,0.00010616409042147152
UCN,0.00010613380449477544
EGF,0.00010563061865818698
TMEM54,0.00010554461670892911
RNPS1,0.00010529605115224656
ESRRB,0.0001051628188663133
TCF21,0.00010512718292408824
FNDC5,0.00010505377156733604
CLIC4,0.00010496748560318823
PPP1R12B,0.00010482887815712737
IDH1,0.00010465998446416759
SELENOP,0.00010399764987240676
CACNB3,0.00010393394155970448
PLXNA3,0.0001037278252408883
ARHGAP24,0.00010343703174214981
CP,0.00010330256045013833
RRAGD,0.00010302700174630993
TXNDC17,0.00010263557911005248
ADGRG3,0.00010260618005518243
IL22RA2,0.00010248236871858012
CIT,0.00010244982019675826
TMEM72,0.00010243889738365255
BRAT1,0.00010183606342809026
ADAMTS15,0.00010158806125288992
LRRC41,0.00010152136274304703
DNAJC17,0.00010144736214576577
PADI2,0.00010109441159822857
HS3ST4,0.0001009672484951522
SYNE3,0.00010070925740360612
CCL24,0.00010056491202591067
EPYC,0.00010037514271690837
BEND6,0.0001003352573854894
ELMOD3,0.00010032705686021444
